player_name,tot_resid_adj,total_adjustment,avg_ott_adj,avg_putt_adj,avg_app_adj,avg_arg_adj,delta_app_adj,updated_pred_r3
"bezuidenhout, christiaan",-0.12605667355402186,-0.16025667355402187,0.0126,-0.041100000000000005,0.0231,-0.0288,,0.5676470828117912
"schmid, matthias",-0.0693554969043342,-0.1188554969043342,-0.058100000000000006,-0.0091,-0.0135,0.0312,,-0.1253291538837594
"young, cameron",-0.0007317347489321685,0.0068682652510678385,0.0483,-0.006500000000000001,-0.0069,-0.0273,,1.4059408972398817
"ramey, chad",-0.07838932535950634,-0.11608932535950633,-0.07350000000000001,-0.010700000000000001,-0.004200000000000001,0.050699999999999995,,-0.5308553813986145
"davis, cameron",-0.03703976277104208,-0.2951497627710421,-0.11786,0.0,0.013349999999999999,-0.1536,,-1.030711029096817
"hughes, mackenzie",-0.027846751193747295,0.06843324880625272,0.12118000000000001,0.0,0.0003,-0.025199999999999997,,0.2056929616036942
"hojgaard, rasmus",0.10272985269992273,0.17831985269992273,0.04814,0.0,-0.02355,0.051,,1.209627504710402
"mccarthy, denny",-0.0029670332113363486,-0.04216703321133634,0.0415,0.0,-0.0153,-0.0654,,0.6770149354954188
"keefer, johnny",0.003216615342465783,0.30568661534246583,0.28552,-0.0,0.01515,0.0018,,0.9067098476060573
"ryder, sam",-0.1792621173914935,-0.09932211739149349,0.023240000000000004,0.0,0.0039,0.0528,,0.04627520380223871
"yellamaraju, sudarshan",0.20178656723319993,0.5548865672332,0.19920000000000002,0.0,-0.0225,0.1764,,0.322932309548865
"neergaard-petersen, rasmus",0.13159114241545092,0.2379411424154509,0.049800000000000004,0.0,0.047549999999999995,0.009,,0.8522680506742826
"ewart, a.j.",0.08917530353633543,0.06559530353633544,-0.02988,0.0,0.0045,0.0018,,-0.7013324659340225
"grillo, emiliano",0.04346538195156719,0.06957538195156718,-0.09794,-0.0,0.055049999999999995,0.06899999999999999,,0.023434593717828876
"hoey, rico",-0.058251934108813075,-0.020661934108813076,-0.00996,0.0,0.01635,0.0312,,0.5784398002871742
"koepka, brooks",0.10229524182394983,0.21274524182394983,0.0581,-0.0,0.01755,0.0348,,0.24510169417503733
"hoge, tom",0.09441228751029832,0.15425228751029832,0.023240000000000004,0.0,0.0018,0.0348,,0.3072447618045177
"gonzalez, emilio",0.23127820893980097,0.061518208939800964,-0.11786,0.0,-0.0225,-0.0294,,-0.45854948680348084
"kim, tom",-0.0255836340253168,-0.1683136340253168,-0.038180000000000006,0.0,-0.00975,-0.0948,,-0.0693519118014701
"cantlay, patrick",-0.1261643636639029,-0.10132436366390292,0.03984,-0.0,0.0138,-0.0288,,1.4475254332127356
"fisk, steven",0.12493625275935379,-0.26590374724064625,-0.38844,0.0,0.0078,-0.0102,,-0.5405242804580758
"svensson, jesper",-0.189948657853048,-0.026308657853047993,0.12284,0.0,0.0144,0.0264,,0.24629913911147944
"yu, kevin",0.07082684142943027,0.14224684142943028,0.07802,0.0,-0.025199999999999997,0.0186,,0.6488493112763543
"pendrith, taylor",-0.30034479265028424,-0.2305347926502843,0.08466,0.0,0.00675,-0.021599999999999998,,1.0367905865640454
"mouw, william",0.10375168192791477,0.2734816819279148,0.13778,0.0,-0.02205,0.054,,0.2816574118399003
"schauffele, xander",-0.06826053796745528,-0.1593105379674553,-0.1245,0.0,0.0052499999999999995,0.028199999999999996,,1.5835338949826403
"wu, dylan",-0.19251344931579337,-0.17743344931579336,0.13778,-0.0,0.010499999999999999,-0.1332,,0.10787252746573794
"blanchet, chandler",0.030185557163602914,-0.004924442836397085,-0.02656,-0.0,0.01065,-0.0192,,0.1478630721696508
"olesen, thorbjorn",-0.13389878322967805,0.04090121677032196,0.1328,-0.0,0.033600000000000005,0.008400000000000001,,0.6892114774420826
"woodland, gary",-0.20768111707549491,0.17908888292450514,0.41002000000000005,0.0,-0.029849999999999998,0.0066,,0.6339843516534621
"phillips, chandler",0.05248066015022666,0.03571066015022667,0.00498,-0.0,-0.02235,0.0006,,-0.15689209349875782
"byrd, marcus",0.0036200209116256953,0.13131002091162572,0.18094000000000002,0.0,-0.02205,-0.0312,,-1.256635721587546
"hastings, justin",0.003535791703636313,-0.050204208296363684,0.043160000000000004,-0.0,-0.0021000000000000003,-0.0948,,-0.454482727004776
"griffin, lanto",-0.002142950398038205,-0.2539329503980382,-0.06474,-0.0,-0.037649999999999996,-0.1494,,-0.53715369364584
"malnati, peter",0.021883144235337767,0.08137314423533779,0.08964000000000001,0.0,-0.03555,0.005399999999999999,,-0.6030842804445908
"riley, davis",0.16349513337906593,-0.3004348666209341,-0.51958,-0.0,0.01125,0.044399999999999995,,-1.0710276838147768
"noren, alex",0.0004741794288945765,-0.034775820571105426,-0.024900000000000002,-0.0,0.00285,-0.0132,,0.6331666342528467
"paul, jeremy",-0.11457401382875831,-0.046334013828758326,0.023240000000000004,0.0,0.010799999999999999,0.034199999999999994,,-0.6507287218262003
"spaun, j.j.",-0.04516249369306423,-0.06784249369306422,0.044820000000000006,-0.0,-0.0165,-0.051,,1.3242340003123694
"saddier, adrien",-0.23410434679859446,-0.3218043467985945,-0.1411,0.0,0.0078,0.0456,,-0.6369938974855225
"logan, hunter",0.06109244201100211,-0.1534575579889979,-0.10790000000000001,-0.0,-0.013049999999999999,-0.0936,,-2.5078251269630583
"bhatia, akshay",0.010117848657467288,-0.001712151342532716,-0.021580000000000002,-0.0,0.00735,0.0024,,0.5077712017616273
"wise, aaron",0.08156620273443485,-0.2109637972655652,-0.12948,-0.0,-0.04845,-0.1146,,-1.859165329147239
"nyholm, pontus",0.12969422602882602,-0.3199057739711739,-0.3818,0.0,-0.03,-0.0378,,-1.6606210907299812
"smith, jordan",-0.19453455884777038,-0.18698455884777038,-0.0415,-0.0,0.02685,0.022199999999999998,,0.1331265259469877
"homa, max",-0.06819990768581459,0.15361009231418543,0.16766,-0.0,-0.00045,0.0546,,0.8986812283140705
"kanaya, takumi",-0.075200840232838,-0.176110840232838,-0.06806,-0.0,-0.02745,-0.005399999999999999,,-0.31209337060093145
"clanton, luke",-0.06619522962757393,-0.03860522962757394,-0.051460000000000006,-0.0,0.017849999999999998,0.0612,,-0.31400379235956866
"potgieter, aldrich",-0.5,-0.33721817810755883,0.28386,0.0,0.0066,0.051,,0.13932139879707905
"campos, rafael",0.05425595830646905,-0.14412404169353094,-0.26228,-0.0,0.0153,0.048600000000000004,,-1.3693145826634352
"van rooyen, erik",-0.09342646653468162,-0.4583564665346816,-0.39508,0.0,-0.020849999999999997,0.051,,-1.3502135157945365
"putnam, andrew",-0.13561654121677882,-0.25482654121677883,-0.06806,-0.0,0.00045,-0.0516,,-0.6085944518366473
"shipley, neal",-0.09126245691081981,0.22577754308918016,0.23904,-0.0,-0.010799999999999999,0.08879999999999999,,0.2867110316487815
"penge, marco",-0.29858555993094865,-0.07219555993094864,0.28054,-0.0,-0.028349999999999997,-0.0258,,0.19216115189306984
"chatfield, davis",-0.11902790303210214,-0.31546790303210215,-0.16434,-0.0,-0.0189,-0.0132,,-0.8624824552052496
"lebioda, hank",-0.061157111728166326,0.011822888271833643,-0.08632000000000001,-0.0,-0.0003,0.1596,,-0.35462177450332527
"wallace, matt",0.011528991659020337,-0.2497210083409797,-0.3652,0.0,-0.01965,0.1236,,-0.7831496897851247
"streelman, kevin",0.010907676343505647,-0.38463232365649436,-0.47144,0.0,-0.032100000000000004,0.108,,-1.8864748202687525
"garnett, brice",-0.4683037099709193,-0.5750637099709193,-0.043160000000000004,0.0,-0.0294,-0.034199999999999994,,-1.1752879551512332
"aberg, ludvig",-0.37341279080882167,-0.10893279080882169,0.17928000000000002,-0.0,-0.0306,0.11579999999999999,,1.6971769356468813
"vegas, jhonattan",-0.5,-1.025149053333468,0.17762000000000003,-0.0,-0.06495,-0.0516,,-1.0343093879573404
