course_name,current_round,date_end,date_start,event_id,event_name,last_updated,multi_course,tour,tz_offset,am,country,dg_id,dg_rank,owgr_rank,player_name,player_num,pre_tourn_pageviews,tour_rank,r1_course,r2_course,r3_teetime,r3_course,r4_teetime,r4_course,Birthday,c_exp,player_age,std_dev,skill_est,ema_8_great_shots,max_skill,sma_50_max_skill,tour_history,Date,age_squared,adj_skill_est,delta_adj_skill_est,delta_sg_putt,delta_sg_ott,dsle,consecutive_weeks_played,sample,relative_consecutive_weeks,relative_dsle,course_history_raw,course_history_weighted_rounds,course_history_rounds,course_history_events,course_history_sg_ott_raw,course_history_sg_ott_weighted_rounds,course_history_sg_ott_rounds,course_history_sg_ott_adjustment,course_history_sg_app_raw,course_history_sg_app_weighted_rounds,course_history_sg_app_rounds,course_history_sg_app_adjustment,course_history_sg_arg_raw,course_history_sg_arg_weighted_rounds,course_history_sg_arg_rounds,course_history_sg_arg_adjustment,course_history_sg_putt_raw,course_history_sg_putt_weighted_rounds,course_history_sg_putt_rounds,course_history_sg_putt_adjustment,course_history_as_of,course_adjustment,putt_adj,app_adj,dd_adj,acc_adj,arg_adj,comp_adj_skill_est,comp_max_skill,comp_ema_sg_adj,comp_putt,comp_ott,comp_max_skill_50,comp_6m_sg,comp_sma20_sg,pred_step2,comp_sma50_sg,comp_sma6m_sg,prior_rounds,neutral_skill_est,skill_source,tour_low_data_prior,tour_low_data_prior_n,cold_start_skill,observed_low_data_mean,low_data_weight,majors_history_raw,links_adj,comp_age,comp_skill_v2_delta,skill_model_source,uses_neutral_skill,comp_relative_dsle,comp_c_exp,comp_c_adj,comp_c_hist,comp_major,comp_links,pred,r1_teetime,r2_teetime
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,ENG,25362,58,70,"fitzpatrick, alex",55721,174,20,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-02,-6.5,27,2.7368946456637966,0.5329826283614935,-0.9925000000000002,0.9310413835723418,0.7208000000000001,pga,2026-08-10,729,0.5329826283614935,-0.24,-0.12,0.08,0,3,59.0,0.1600000000000001,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,0.0121859060239614,-0.0,0.0,0.0096103688580358,0.0025755371659255,0.0,0.2221400901641451,-0.018729984770521,-0.0607398589910474,0.0369128564076273,0.0418866781970029,,,0.197776433953153,0.4425370276919574,0.0009339074546501,0.0202998679040636,347,0.6098607960017652,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,0.1965363282435336,1.0,3.3537837653086857,0.0475742002737053,0.0020570373728834,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,0.0074684009567475,0.0,0.0,0.0,0.3967331494745795,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,ENG,17646,4,4,"fitzpatrick, matt",40098,333,2,0.0,0.0,0.0,0.0,0.0,0.0,1994-09-01,-6.5,31,2.3,1.8443421174165435,-0.6175000000000002,1.971834930838672,1.7822,pga,2026-08-10,961,1.8443421174165435,-0.1999999999999999,0.1299999999999999,0.04,0,2,59.0,-0.8399999999999999,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,-0.023891608225578,0.0,0.0,-0.0284135587008801,0.004521950475302,0.0,0.897289474077439,,0.1653852494659679,-0.0213445877799698,0.0378374441206521,0.2423357344173544,0.4063345052480237,,1.4850436544776848,-0.1570247864265855,-0.079063855146205,834,1.514997253575436,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,2.321026701655028,1.0,24.24728978550873,0.2206406788778293,-0.0067055234989921,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,-0.0146424984222994,0.0,0.0,0.0,1.41712887688126,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,ENG,12294,2,5,"fleetwood, tommy",30911,401,8,0.0,0.0,0.0,0.0,0.0,0.0,1991-01-19,-6.5,35,2.510399906686732,1.979219582564605,-1.1175000000000002,2.2316856774078584,2.0224,pga,2026-08-10,1225,1.979219582564605,0.0899999999999998,0.18,-0.1,0,2,63.0,-0.8399999999999999,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,-0.0102161042794727,0.0,0.0,-0.016600859420008,0.0063847551405353,0.0,0.9961782460601694,,0.1976015859606905,-0.0136724322483891,0.0915914950241711,0.2776454731960445,0.4349721705466055,,1.7216195467397497,-0.1391404879457907,-0.0744654527555595,893,1.575055240753036,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,2.231842354298218,1.0,19.81773536356273,0.3412650316863281,-0.049091051098192,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,-0.0062611645638018,0.0,0.0,0.0,1.6620861030018226,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,USA,12965,32,44,"fowler, rickie",32102,249,30,0.0,0.0,0.0,0.0,0.0,0.0,1988-12-13,-6.5,37,2.958802812431464,1.1486830264285424,-0.1175000000000001,1.885517506498701,1.7629411764705882,pga,2026-08-10,1369,1.1486830264285424,0.1399999999999999,0.1999999999999999,-0.1,0,2,59.0,-0.8399999999999999,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,-0.0096004051881479,0.0,0.0,-0.0112684677733989,0.001668062585251,-0.0,0.5584146812068486,,0.1098775031302065,-0.0175006169450438,0.0826830985167753,0.2677060288431006,0.2533428050333079,,1.084023353766095,-0.0574654107351823,-0.0360396096826168,731,0.6384664532129807,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.4434223409925848,1.0,25.04194421168538,0.0336272788423378,-0.0769951256013007,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,-0.0058838198121127,0.0,0.0,0.0,1.024867254779857,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,NZL,11889,47,24,"fox, ryan",29936,197,25,0.0,0.0,0.0,0.0,0.0,0.0,1987-01-22,-6.5,39,2.5879333153366173,0.9387016595433164,1.2574999999999998,0.9387016595433164,0.7406,pga,2026-08-10,1521,0.9387016595433164,0.6499999999999999,0.37,0.24,0,2,57.0,-0.8399999999999999,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,0.0275732130301016,0.0,0.0,0.0300226112757334,-0.0024493982456317,-0.0,0.373887988994032,,0.0919962823361883,-0.0161207316001865,0.0246286785103394,0.1016733769031796,0.1567548317693096,,0.5543449634854648,-0.0423921638248703,-0.0314409390938918,782,0.2686545069439638,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,0.7818423542982191,1.0,24.96539706008576,0.1194657941486233,-0.1046423605086355,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,0.0168988510308297,0.0,0.0,0.0,0.5179715353421691,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,USA,29767,19,26,"gerard, ryan",59018,183,17,0.0,0.0,0.0,0.0,0.0,0.0,1999-08-02,-6.5,27,2.636197705597477,1.1446731143093647,-0.9925000000000002,1.2409274037982785,0.9958,pga,2026-08-10,729,1.1446731143093647,-0.2199999999999999,-0.37,0.1299999999999999,0,4,69.0,1.16,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,0.0174038970556806,0.0,0.0,0.0157647992321273,0.0016390978235532,0.0,0.562573577870342,,0.126696351682257,-0.0155883598977224,0.1320110214868098,0.1361594048238908,0.2272673982350595,,1.0796637218423475,-0.0845175508366446,-0.0410535816724838,380,0.8515450263314748,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.517152363151621,1.0,11.338423116426153,-0.0262724429035487,0.0361154601508393,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,0.0106663617105039,0.0,0.0,-0.0,1.037057804378726,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,USA,27774,15,9,"gotterup, chris",59095,348,7,0.0,0.0,0.0,0.0,0.0,0.0,1999-07-20,-6.5,27,2.640206621676135,1.326248563697812,0.0074999999999998,1.5149761912246469,1.2820000000000005,pga,2026-08-10,729,1.326248563697812,-0.4399999999999999,-0.36,0.2099999999999999,0,2,65.0,-0.8399999999999999,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,0.0801641033180328,0.0,0.0,0.0810223928669494,-0.0008582895489165,-0.0,0.6838608518457806,,0.0790267203492573,-0.0054206287657599,0.2135529306739411,0.1766585220078471,0.2864361600497671,,1.3113927908735057,-0.105917358487373,-0.052197591934295,396,1.0768480628720705,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.708008170168437,1.0,18.813950374668885,0.2130393528773055,0.03539318513434,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,0.0491303366971626,0.0,0.0,0.0,1.307250848396543,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,USA,24968,30,21,"griffin, ben",54591,166,38,0.0,0.0,0.0,0.0,0.0,0.0,1996-05-06,-6.5,30,2.308562641940219,1.088370995027944,-1.2425000000000002,1.7073589634844062,1.5082,pga,2026-08-10,900,1.088370995027944,-0.2099999999999999,-0.0799999999999999,-0.1699999999999999,0,4,65.0,1.16,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,-5.507387525181188e-05,0.0,0.0,0.0010013308926787,-0.0010564047679305,0.0,0.5104580901119835,,0.0547962318376029,-0.0039072934841539,-0.015134803300672,0.2070534526672637,0.2803371665952616,,0.9285520835660604,-0.0810724214780419,-0.0329230265913811,525,0.6585499739536758,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,0.8902935079563606,1.0,5.338013663314007,-0.037703374326972,0.0089446872081975,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,-3.375323770047568e-05,0.0,0.0,-0.0,0.8752460511542345,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,USA,14578,9,6,"henley, russell",34098,186,14,0.0,0.0,0.0,0.0,0.0,0.0,1989-04-12,-6.5,37,2.3079457903915417,1.6626899381036768,-0.3675000000000001,1.9657005770381324,1.7797999999999998,pga,2026-08-10,1369,1.6626899381036768,-0.04,0.3199999999999999,-0.0399999999999999,0,2,55.0,-0.8399999999999999,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,-0.0399339652280439,0.0,0.0,-0.0489875675402955,0.0090536023122516,-0.0,0.7937902247611195,,0.1399074869514538,-0.0312116859479361,0.0673834918128907,0.2443400975051028,0.3850042931036483,,1.3509647036945651,-0.114462844001716,-0.0623210953949072,723,1.0699940475744996,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.2842565251223663,1.0,11.47153068555533,0.0829000031881644,-0.0714652650950909,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,-0.0244744103170831,0.0,0.0,0.0,1.273218014203357,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,JPN,22760,93,69,"hisatsune, ryo",51287,118,45,0.0,0.0,0.0,0.0,0.0,0.0,2002-09-09,-6.5,23,2.655025622745708,0.3169675895824656,-0.4925000000000001,0.7522235034660665,0.62,pga,2026-08-10,529,0.3169675895824656,-0.28,-0.24,-0.2199999999999999,0,4,75.0,1.16,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,0.0124394545968485,-0.0,0.0,0.0118279678502931,0.0006114867465554,-0.0,0.1622091015113617,-0.0151326622130247,-0.0323612994232626,0.0159948479169269,0.0383439998326589,,,0.1127421217703964,0.3140861894478658,8.353752510997935e-05,0.0079723288034592,410,0.1195302287521968,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,0.6316223409925847,1.0,4.578217421143155,-0.1449487632827951,0.02423421372424,0.0,weekly_pga_core,False,0.0006830876588941,-0.0235809815958934,0.004242886548127,0.0,0.0,-0.0,0.2954311820589935,2026-08-17 10:00,2026-08-17 10:00
