player_name,boost,override,peak,lt_form,int_form,med_form,skill,sg_adj,putting,driving,majors,links,age,dsle_,c_adj,exp,c_hist,pred,std_dev,sample
"higgo, garrick",0.0,,0.11,0.07,,0.09,0.39,0.02,-0.01,0.07,-0.0,-0.0,0.06,0.01,0.07,0.02,0.05,0.95,2.7813207088146785,23.0
"highsmith, joe",0.0,,0.04,-0.07,-0.2,-0.2,-0.3,-0.34,0.03,-0.04,0.0,0.0,0.07,0.01,-0.0,-0.02,-0.02,-0.98,2.492877418433032,26.0
"hirata, kensei",0.0,,0.01,-0.04,-0.21,-0.21,-0.3,-0.24,-0.0,0.03,0.0,,0.07,0.03,-0.01,-0.04,0.0,-0.79,2.949103170905297,30.0
"hisatsune, ryo",0.0,,0.04,-0.03,-0.06,-0.06,0.04,0.25,0.02,0.05,0.0,-0.0,0.08,0.03,-0.01,-0.01,-0.02,0.36,2.989731014628122,39.0
"hoey, rico",0.0,,0.04,0.04,0.11,0.11,0.07,-0.16,0.02,0.03,-0.0,,0.03,0.03,0.01,-0.02,-0.03,0.22,2.9786080258114818,36.0
"hoffman, charley",0.0,,0.07,-0.02,-0.16,-0.16,-0.32,-0.36,0.1,0.08,0.0,-0.0,-0.27,0.01,-0.0,0.14,0.08,-0.77,2.7,8.0
"hoge, tom",0.0,,0.06,-0.03,-0.02,-0.02,0.05,-0.06,0.01,-0.06,-0.0,-0.0,-0.04,0.03,-0.05,0.1,-0.03,-0.06,2.435110668514768,35.0
"hojgaard, nicolai",0.0,,0.12,0.05,,0.07,0.27,0.09,-0.0,0.09,0.0,0.0,0.07,0.03,0.09,-0.01,0.04,0.89,3.030000018929018,39.0
"hojgaard, rasmus",0.0,,0.19,0.07,,0.1,0.32,0.1,-0.04,0.1,-0.0,-0.0,0.07,0.03,0.08,-0.02,0.03,1.04,2.3776112693579954,39.0
"homa, max",0.0,,0.33,0.03,,0.04,0.26,0.04,-0.01,0.03,-0.0,0.0,-0.03,0.01,0.02,0.11,0.04,0.88,2.3935551109728115,23.0
"horschel, billy",0.0,,0.07,0.02,0.07,0.07,0.02,-0.17,-0.01,-0.08,0.0,-0.0,-0.08,0.01,0.0,0.15,0.09,0.08,2.771916288640745,25.0
"hovland, viktor",0.0,,0.41,0.1,,0.18,0.58,0.08,-0.02,0.04,0.0,0.0,0.04,-0.06,-0.0,0.01,-0.07,1.31,2.7131718417972888,29.0
"hubbard, mark",0.0,,0.04,-0.01,-0.02,-0.02,-0.11,-0.22,0.01,-0.04,-0.0,0.0,-0.04,0.03,-0.01,0.07,0.03,-0.29,2.928305613421719,34.0
"hughes, mackenzie",0.0,,0.05,-0.01,0.02,0.02,-0.0,-0.07,-0.0,-0.02,-0.0,0.0,-0.02,0.03,0.01,0.04,-0.07,-0.05,2.7395801588273185,24.0
"jaeger, stephan",0.0,,0.04,-0.0,0.01,0.01,0.07,0.22,-0.02,-0.07,-0.0,-0.0,-0.04,0.03,0.01,0.01,-0.07,0.21,2.7431373515819923,24.0
"kanaya, takumi",0.0,,0.03,0.03,0.04,0.04,0.01,-0.08,-0.01,0.01,-0.0,-0.0,0.05,0.01,-0.04,-0.04,0.0,0.05,2.68503919297336,34.0
"kang, jeffrey",0.0,,-0.01,-0.03,-0.1,-0.1,-0.34,-0.2,0.04,-0.17,0.0,,-0.02,0.01,0.0,-0.02,0.0,-0.87,2.8745654197142123,30.0
"keefer, johnny",0.0,,0.19,0.03,,0.05,0.22,0.06,0.01,0.06,-0.0,,0.07,0.03,0.02,-0.04,0.0,0.51,2.6648592554864803,39.0
"kim, michael",0.0,,0.06,0.04,0.11,0.11,0.14,0.07,-0.01,-0.01,-0.0,0.0,0.01,-0.06,-0.02,0.06,0.15,0.58,2.910917541576008,38.0
"kim, s.h.",0.0,,,,,,,,,,,,,-0.0,0.0,-0.04,0.0,0.22,3.0,0.0
"kim, si woo",0.0,,0.22,0.09,,0.15,0.65,0.19,0.02,0.12,-0.0,0.0,0.02,0.03,-0.04,0.15,-0.01,1.61,2.3,41.0
"kim, tom",0.0,,0.09,0.0,0.01,0.01,0.07,-0.02,-0.0,-0.01,0.0,0.0,0.08,0.03,-0.05,0.03,-0.05,0.15,2.347565491593119,25.0
"kirk, chris",0.0,,0.06,0.04,0.12,0.12,0.16,0.01,0.0,0.02,0.0,-0.0,-0.1,-0.07,-0.01,0.11,-0.03,0.37,2.7,14.0
"kitayama, kurt",0.0,,0.17,0.07,,0.13,0.34,0.06,0.01,0.1,0.0,0.0,-0.0,-0.07,0.06,0.04,0.04,0.95,2.415478720518018,24.0
"kizzire, patton",0.0,,0.04,-0.02,-0.04,-0.04,0.01,0.01,-0.02,-0.06,-0.0,0.0,-0.09,-0.06,-0.04,0.12,-0.04,-0.18,2.671831645253816,24.0
"knapp, jake",0.0,,0.08,0.05,,0.07,0.31,0.15,-0.03,0.12,-0.0,0.0,0.01,0.03,0.09,0.01,0.03,0.93,2.7,13.0
"koepka, brooks",0.0,,0.11,-0.01,-0.02,-0.02,0.09,0.08,0.07,0.0,0.0,-0.0,-0.03,0.03,0.02,0.03,0.16,0.51,3.2,22.0
"lamprecht, christo",0.0,,0.01,-0.02,-0.09,-0.09,-0.52,-0.34,0.1,0.0,0.0,,0.07,0.01,0.08,-0.04,0.0,-0.76,2.838410685572652,40.0
"lebioda, hank",0.0,,0.03,-0.0,-0.08,-0.08,-0.17,-0.17,0.02,-0.05,-0.0,,0.01,0.01,-0.02,-0.02,-0.05,-0.52,2.3,26.0
"lee, min woo",0.0,,0.06,0.02,0.1,0.1,0.15,0.08,0.01,-0.02,0.0,-0.0,0.05,-0.05,0.05,0.01,-0.04,0.48,2.656302858892585,31.0
"lee, s.t.",0.0,,0.02,-0.1,0.02,0.02,-0.17,-0.42,0.02,-0.11,0.0,,0.03,0.01,0.0,-0.04,0.0,-0.82,3.1153006078040244,28.0
"li, haotong",0.0,,0.18,0.04,,0.03,0.32,0.14,0.01,0.12,0.0,-0.0,0.02,0.03,0.02,-0.04,0.0,0.89,2.871883691912068,48.0
"malnati, peter",0.0,,0.03,-0.05,-0.19,-0.19,-0.36,-0.15,-0.02,-0.1,-0.0,,-0.07,0.01,0.0,0.05,-0.05,-0.95,2.7,12.0
"matsuyama, hideki",0.0,,0.36,0.09,,0.17,0.65,0.16,0.01,0.03,0.0,-0.0,-0.02,0.03,-0.02,0.17,0.03,1.67,2.973890177829334,37.0
"mccarty, matt",0.0,,0.11,0.06,,0.1,0.44,0.14,-0.02,0.06,-0.0,0.0,0.04,0.03,0.01,-0.03,-0.02,0.94,3.10753476136687,29.0
"mcgreevy, max",0.0,,0.03,0.04,,0.03,0.31,0.06,-0.01,0.07,-0.0,0.0,0.02,0.03,-0.02,-0.01,-0.04,0.51,2.9090189553100103,35.0
"mcnealy, maverick",0.0,,0.21,0.08,,0.15,0.46,0.11,-0.03,0.0,-0.0,0.0,0.03,0.03,0.03,0.02,0.06,1.17,2.68233239636988,27.0
"meissner, mac",0.0,,0.03,0.04,0.1,0.1,0.16,0.04,0.0,0.04,-0.0,,0.06,0.03,-0.03,-0.02,-0.02,0.49,2.3,33.0
"mitchell, keith",0.0,,0.17,0.02,,0.03,0.21,0.1,0.02,0.14,-0.0,-0.0,-0.02,0.03,0.07,0.11,0.07,0.96,2.566940923696361,31.0
"morikawa, collin",0.0,,0.44,0.05,,0.14,0.38,0.05,0.02,0.06,0.0,-0.0,0.04,-0.18,-0.03,-0.0,-0.01,0.97,2.759004819327721,23.0
"mouw, william",0.0,,0.03,0.02,0.0,0.0,-0.08,-0.06,0.01,-0.02,0.0,,0.07,0.01,0.03,-0.04,0.0,-0.04,2.581012061005909,24.0
"nakajima, keita",0.0,,0.04,0.01,0.02,0.02,-0.07,-0.06,0.01,-0.03,-0.0,-0.0,0.07,0.03,-0.02,-0.04,0.0,-0.02,2.6496272621413803,46.0
"neergaard-petersen, rasmus",0.0,,0.15,0.04,,0.08,0.29,0.03,0.03,0.05,0.0,0.0,0.06,0.03,-0.0,-0.04,0.0,0.72,2.3236249933593647,56.0
"novak, andrew",0.0,,0.05,0.02,0.05,0.05,0.1,0.21,-0.0,-0.04,-0.0,-0.0,0.03,0.03,-0.0,-0.0,0.09,0.52,3.08185568103804,28.0
"nyholm, pontus",0.0,,0.01,-0.04,-0.12,-0.12,-0.6,-0.45,0.0,-0.33,0.0,,0.05,0.01,0.0,-0.04,0.0,-1.55,3.2,32.0
"olesen, thorbjorn",0.0,,0.11,0.05,,0.07,0.35,0.06,0.0,0.08,-0.0,0.0,-0.04,0.01,0.02,-0.04,0.0,0.66,2.337807620583934,47.0
"parry, john",0.0,,0.04,0.04,0.1,0.1,0.14,0.08,-0.01,-0.0,0.0,0.0,-0.08,0.03,-0.02,-0.04,0.0,0.33,2.3,61.0
"pavon, matthieu",0.0,,0.06,-0.04,-0.13,-0.13,-0.12,0.09,-0.01,-0.02,0.0,-0.0,0.0,0.03,-0.01,-0.01,0.01,-0.19,2.3,29.0
"penge, marco",0.0,,0.04,0.04,0.1,0.1,0.03,-0.17,0.1,0.17,0.0,0.0,0.05,0.01,-0.0,-0.04,0.0,0.39,2.874661191068501,50.0
"phillips, chandler",0.0,,0.02,0.0,-0.01,-0.01,-0.0,0.01,-0.01,-0.06,0.0,0.0,0.04,0.01,-0.02,-0.01,0.02,-0.01,2.34648954265498,27.0
"poston, j.t.",0.0,,0.23,0.06,,0.1,0.46,0.06,-0.01,0.05,-0.0,0.0,-0.0,-0.06,-0.04,0.11,0.09,1.06,2.3,21.0
"potgieter, aldrich",0.0,,0.02,-0.01,-0.06,-0.06,-0.07,-0.13,0.0,0.02,-0.0,-0.0,0.09,0.01,0.11,-0.04,0.0,-0.06,2.6286313595244506,25.0
"ramey, chad",0.0,,0.03,0.01,-0.03,-0.03,-0.05,0.15,-0.01,0.04,-0.0,,-0.0,0.03,0.0,-0.0,-0.1,0.08,3.126083321742369,33.0
"reitan, kristoffer",0.0,,0.05,0.04,0.09,0.09,-0.02,0.03,0.03,-0.01,0.0,0.0,0.05,0.03,0.02,-0.04,0.0,0.3,3.2,48.0
"riley, davis",0.0,,0.05,-0.04,-0.1,-0.1,-0.11,-0.01,-0.03,-0.09,0.0,-0.0,0.04,0.01,0.02,0.01,-0.07,-0.38,3.2,27.0
"rodgers, patrick",0.0,,0.12,0.02,,0.03,0.23,0.12,-0.0,0.1,-0.0,-0.0,-0.01,0.03,0.04,0.09,0.01,0.78,2.403372490539664,45.0
"roy, kevin",0.0,,0.04,0.02,0.01,0.01,0.04,-0.03,-0.02,0.01,0.0,,-0.03,0.01,0.02,-0.04,0.0,0.0,2.590611676431749,32.0
"saddier, adrien",0.0,,0.03,0.0,-0.05,-0.05,-0.08,-0.12,-0.02,-0.09,0.0,-0.0,-0.0,0.01,-0.0,-0.04,0.0,-0.35,3.2,46.0
"schauffele, xander",0.0,,0.52,0.11,,0.22,0.74,0.16,0.0,0.09,0.0,0.0,0.0,0.01,0.06,0.11,0.06,2.11,2.7,15.0
"scheffler, scottie",0.0,,0.67,0.21,,0.44,1.36,0.27,-0.04,0.18,0.0,-0.0,0.03,-0.06,0.05,0.1,0.09,3.33,2.3,25.0
"schenk, adam",0.0,,0.05,-0.03,-0.12,-0.12,-0.31,-0.01,-0.0,-0.0,-0.0,-0.0,-0.01,0.03,0.02,0.09,-0.05,-0.38,3.0960190672081027,32.0
"schmid, matthias",0.0,,0.03,0.02,0.03,0.03,-0.03,-0.07,-0.03,-0.05,-0.0,0.0,0.05,0.03,0.06,-0.01,-0.11,-0.06,2.7184320715823462,34.0
"shipley, neal",0.0,,0.04,0.01,0.02,0.02,-0.1,-0.21,0.08,0.01,0.0,,0.07,0.01,0.03,-0.04,0.0,-0.09,2.846131175238883,26.0
"simpson, webb",0.0,,0.11,0.0,0.03,0.03,0.04,0.05,0.0,0.01,0.0,0.0,-0.1,-0.13,-0.01,0.1,0.07,0.18,2.7,11.0
"smalley, alex",0.0,,0.05,0.01,0.04,0.04,0.07,-0.05,0.03,0.02,0.0,0.0,0.04,0.01,0.02,-0.0,0.05,0.28,3.2,29.0
"smith, jordan",0.0,,0.05,0.02,0.06,0.06,0.11,-0.02,0.03,0.03,0.0,0.0,0.0,0.01,-0.01,-0.04,0.0,0.26,2.792450810292541,53.0
"smotherman, austin",0.0,,0.02,0.02,-0.04,-0.04,0.09,0.06,0.03,0.05,0.0,,0.02,0.01,-0.02,-0.02,-0.03,0.14,2.7104559517088345,27.0
"spaun, j.j.",0.0,,0.27,0.1,,0.19,0.55,0.07,0.02,0.08,0.0,-0.0,-0.04,0.01,-0.01,0.07,-0.04,1.28,2.3807626038440013,31.0
"spieth, jordan",0.0,,0.28,0.07,,0.11,0.23,0.02,-0.0,0.04,0.0,0.0,0.0,-0.15,0.05,0.14,0.1,0.88,2.7,13.0
"stevens, samuel",0.0,,0.12,0.03,,0.05,0.31,0.11,0.01,0.07,0.0,-0.0,0.03,0.03,0.03,0.01,0.01,0.82,2.3,33.0
"straka, sepp",0.0,,0.26,0.06,,0.13,0.34,-0.01,-0.01,0.06,-0.0,0.0,-0.0,-0.07,-0.02,0.04,-0.04,0.73,2.7,16.0
"taylor, nick",0.0,,0.15,0.06,,0.09,0.35,0.07,-0.01,0.02,-0.0,0.0,-0.07,-0.06,-0.04,0.14,0.13,0.84,2.321181871706407,27.0
"theegala, sahith",0.0,,0.25,-0.0,,0.01,0.25,0.17,-0.0,-0.02,0.0,-0.0,0.04,0.03,-0.02,0.05,0.15,0.92,2.886005375927956,31.0
"thompson, davis",0.0,,0.07,0.02,0.11,0.11,0.16,0.06,0.02,0.05,-0.0,-0.0,0.06,0.03,0.01,0.02,0.01,0.67,2.310291668867396,22.0
"thorbjornsen, michael",0.0,,0.11,0.06,,0.08,0.22,0.07,0.01,0.09,0.0,,0.07,0.03,0.05,-0.01,-0.07,0.71,2.4978975334672184,32.0
"valimaki, sami",0.0,,0.03,0.04,0.06,0.06,0.14,0.05,-0.01,-0.0,-0.0,0.0,0.05,0.01,-0.03,-0.0,0.01,0.4,2.9148909666732963,34.0
"van rooyen, erik",0.0,,0.05,-0.03,-0.07,-0.07,-0.23,-0.25,0.03,0.01,-0.0,0.0,-0.03,0.01,0.01,0.02,-0.03,-0.57,2.3,28.0
"vanderlaan, john",0.0,,0.01,-0.0,-0.06,-0.06,-0.12,-0.01,0.01,-0.08,0.0,,0.04,0.03,-0.0,-0.04,0.0,-0.21,3.09601910741973,32.0
"vilips, karl",0.0,,0.03,-0.03,-0.1,-0.1,-0.06,0.08,-0.01,-0.03,-0.0,0.0,0.07,0.03,0.02,-0.04,0.0,-0.03,2.4502285997194613,27.0
"walker, danny",0.0,,0.02,-0.04,-0.16,-0.16,-0.22,-0.02,-0.03,-0.04,0.0,0.0,0.03,0.03,0.04,-0.04,0.0,-0.48,3.2,28.0
"whaley, vince",0.0,,0.03,0.02,0.07,0.07,0.02,-0.09,-0.03,-0.05,0.0,,0.03,0.01,0.01,-0.0,-0.21,-0.18,2.911600827689272,38.0
"woodland, gary",0.0,,0.09,0.01,0.06,0.06,0.01,-0.15,-0.02,0.09,-0.0,-0.0,-0.12,0.01,0.04,0.12,-0.02,0.1,2.7,17.0
"yellamaraju, sudarshan",0.0,,-0.02,-0.01,-0.14,-0.14,-0.12,0.06,-0.02,0.06,0.0,,0.07,0.03,-0.0,-0.04,0.0,-0.14,2.6610327522809865,34.0
"young, cameron",0.0,,0.25,0.11,,0.18,0.6,0.15,-0.03,0.1,0.0,0.0,0.04,0.03,0.09,0.06,0.02,1.63,2.5313215092779764,25.0
"yu, kevin",0.0,,0.05,0.03,0.11,0.11,0.05,-0.05,-0.0,0.07,-0.0,-0.0,0.05,0.01,0.05,-0.0,0.03,0.42,2.3,26.0
